id,entry_type,target_audience,role,region,question,answer,ml_tag
126,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
127,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
128,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
129,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
130,mock_interview,all_job_seekers,Data Analyst,Africa,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
131,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
132,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
133,ats_keywords,all_job_seekers,Software Engineer,Africa,What ATS keywords should a Software Engineer include for roles in Africa?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
134,resume_rewrite,all_job_seekers,Software Engineer,Africa,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
135,mock_interview,all_job_seekers,UX Designer,Global Remote,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
136,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
137,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
138,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
139,mock_interview,all_job_seekers,Data Analyst,Global Remote,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
140,career_qa,all_job_seekers,Product Manager,Global Remote,What is the best way for a new job seeker to break into a Product Manager role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
141,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
142,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
143,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
144,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
145,mock_interview,all_job_seekers,Marketing Analyst,US/EU,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
146,mock_interview,all_job_seekers,Marketing Analyst,Africa,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
147,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
148,resume_rewrite,all_job_seekers,Marketing Analyst,Africa,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
149,resume_rewrite,all_job_seekers,IT Support,US/EU,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
150,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
151,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
152,career_qa,all_job_seekers,IT Support,Global Remote,What is the best way for a new job seeker to break into a IT Support role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
153,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
